timestamp_utc,uploaded_filename,detected_face_index,candidate_id,candidate_photo_path,distance,match_confidence
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,1,6,uploads/347238ae2eba4f04b93f79ac20ca5b96.jpeg,0.6702026320211054,52.98
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,1,5,uploads/862b24022ad741d998063e555e79229c.jpeg,0.7057816242210873,49.42
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,1,3,uploads/7f73fd71742b469cbef969e6a04503f1.jpg,0.7350704547780986,46.49
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,1,4,uploads/b7cb138d2e834c558aa6f1ee2e9bbf8c.jpg,0.7350704547780986,46.49
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,1,1,uploads/50406d70778f47e68aa6fa1d2119d478.jpg,0.7425062924520188,45.75
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,1,2,uploads/0de1024bf7164166ba0a8f63f99a0b14.jpg,0.7425062924520188,45.75
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,2,6,uploads/347238ae2eba4f04b93f79ac20ca5b96.jpeg,0.7122889939818075,48.77
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,2,1,uploads/50406d70778f47e68aa6fa1d2119d478.jpg,0.7131933114178751,48.68
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,2,2,uploads/0de1024bf7164166ba0a8f63f99a0b14.jpg,0.7131933114178751,48.68
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,2,3,uploads/7f73fd71742b469cbef969e6a04503f1.jpg,0.7281322444838815,47.19
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,2,4,uploads/b7cb138d2e834c558aa6f1ee2e9bbf8c.jpg,0.7281322444838815,47.19
2025-09-01T19:28:36.512749,5a0884698289413e851a70a75c2584ec.jpeg,2,5,uploads/862b24022ad741d998063e555e79229c.jpeg,0.7730504500645781,42.69
2025-09-01T19:28:36.513747,5a0884698289413e851a70a75c2584ec.jpeg,3,5,uploads/862b24022ad741d998063e555e79229c.jpeg,0.5296327333968964,64.69
2025-09-01T19:28:36.513747,5a0884698289413e851a70a75c2584ec.jpeg,4,1,uploads/50406d70778f47e68aa6fa1d2119d478.jpg,0.6049780800410819,59.5
2025-09-01T19:28:36.513747,5a0884698289413e851a70a75c2584ec.jpeg,4,2,uploads/0de1024bf7164166ba0a8f63f99a0b14.jpg,0.6049780800410819,59.5
2025-09-01T19:28:36.513747,5a0884698289413e851a70a75c2584ec.jpeg,4,3,uploads/7f73fd71742b469cbef969e6a04503f1.jpg,0.6973995898189016,50.26
2025-09-01T19:28:36.513747,5a0884698289413e851a70a75c2584ec.jpeg,4,4,uploads/b7cb138d2e834c558aa6f1ee2e9bbf8c.jpg,0.6973995898189016,50.26
